ANSWERED,2320,148
ANSWERED,2319,154
ANSWERED,2318,157
ANSWERED,2317,154
ANSWERED,2315,158
ANSWERED,2293,154
ANSWERED,2292,157
ANSWERED,2292,154
ANSWERED,2291,154
ANSWERED,2287,154
ANSWERED,2284,152
ANSWERED,2283,159
ANSWERED,2280,156
ANSWERED,2280,159
ANSWERED,2278,153
ANSWERED,2277,151
ANSWERED,2277,157
ANSWERED,2277,151
ANSWERED,2276,155
ANSWERED,2273,151
ANSWERED,2270,159
ANSWERED,2270,151
ANSWERED,2268,150
ANSWERED,2268,157
ANSWERED,2267,150
ANSWERED,2267,154
ANSWERED,2266,155
ANSWERED,2266,151
ANSWERED,2265,153
ANSWERED,2264,148
ANSWERED,2263,159
ANSWERED,2262,154
ANSWERED,2262,155
ANSWERED,2261,157
ANSWERED,2259,151
ANSWERED,2258,156
ANSWERED,2257,150
ANSWERED,2257,150
ANSWERED,2256,152
ANSWERED,2255,154
ANSWERED,2255,155
ANSWERED,2254,151
ANSWERED,2252,151
ANSWERED,2252,148
ANSWERED,2251,153
ANSWERED,2250,150
ANSWERED,2246,159
ANSWERED,2245,156
ANSWERED,2245,158
ANSWERED,2244,156
ANSWERED,2244,150
ANSWERED,2244,153
ANSWERED,2242,152
ANSWERED,2242,149
ANSWERED,2241,158
ANSWERED,2241,156
ANSWERED,2240,148
ANSWERED,2239,156
ANSWERED,2238,156
ANSWERED,2238,148
ANSWERED,2237,152
ANSWERED,2235,148
ANSWERED,2234,150
ANSWERED,2234,152
ANSWERED,2234,150
ANSWERED,2232,152
ANSWERED,2230,158
ANSWERED,2230,152
ANSWERED,2230,155
ANSWERED,2229,150
ANSWERED,2228,154
ANSWERED,2226,159
ANSWERED,2225,154
ANSWERED,2225,151
ANSWERED,2224,152
ANSWERED,2224,159
ANSWERED,2224,158
ANSWERED,2223,156
ANSWERED,2223,153
ANSWERED,2222,156
ANSWERED,2221,150
ANSWERED,2220,149
ANSWERED,2220,159
ANSWERED,2219,149
ANSWERED,2219,159
ANSWERED,2219,151
ANSWERED,2218,151
ANSWERED,2218,159
ANSWERED,2218,154
ANSWERED,2217,157
ANSWERED,2216,153
ANSWERED,2215,158
ANSWERED,2215,156
ANSWERED,2214,156
ANSWERED,2214,155
ANSWERED,2214,151
ANSWERED,2213,154
ANSWERED,2213,149
ANSWERED,2213,159
ANSWERED,2212,148
ANSWERED,2212,159
ANSWERED,2212,150
ANSWERED,2212,150
ANSWERED,2211,155
ANSWERED,2211,158
ANSWERED,2210,148
ANSWERED,2210,148
ANSWERED,2209,151
ANSWERED,2209,148
ANSWERED,2209,156
ANSWERED,2208,157
ANSWERED,2207,148
ANSWERED,2205,150
ANSWERED,2204,148
ANSWERED,2204,150
ANSWERED,2203,150
ANSWERED,2203,150
ANSWERED,2203,152
ANSWERED,2203,157
ANSWERED,2202,158
ANSWERED,2202,150
ANSWERED,2202,158
ANSWERED,2200,152
ANSWERED,2199,157
ANSWERED,2199,148
SELECTED,494,148
SELECTED,382,148
SELECTED,281,148
SELECTED,962,148
SELECTED,1218,148
SELECTED,744,148
SELECTED,220,148
SELECTED,429,148
CREATED,2323,148
CREATED,2322,148
CREATED,2321,148
CREATED,2320,148
CREATED,2319,148
CREATED,2318,148
CREATED,2317,148
CREATED,2316,148
CREATED,2315,148
CREATED,2314,148
CREATED,2313,148
CREATED,2312,148
CREATED,2311,148
CREATED,2310,148
CREATED,2309,148
CREATED,2308,148
CREATED,2307,148
CREATED,2306,148
CREATED,2305,148
CREATED,2304,148
CREATED,2303,148
CREATED,2302,148
CREATED,2301,148
CREATED,2300,148
CREATED,2299,148
CREATED,2298,148
CREATED,2297,148
CREATED,2296,148
CREATED,2295,148
CREATED,2294,148
CREATED,2293,148
CREATED,2292,148
CREATED,2291,148
CREATED,2290,148
CREATED,2289,148
CREATED,2288,148
CREATED,2287,148
CREATED,2286,148
CREATED,2285,148
CREATED,2284,148
CREATED,2283,148
CREATED,2282,148
CREATED,2281,148
CREATED,2280,148
CREATED,2279,148
CREATED,2278,148
CREATED,2277,148
CREATED,2276,148
CREATED,2275,148
CREATED,2274,148
CREATED,2273,148
CREATED,2272,148
CREATED,2271,148
CREATED,2270,148
CREATED,2269,148
CREATED,2268,148
CREATED,2267,148
CREATED,2266,148
CREATED,2265,148
CREATED,2264,148
CREATED,2263,148
CREATED,2262,148
CREATED,2261,148
CREATED,2260,148
CREATED,2259,148
CREATED,2258,148
CREATED,2257,148
CREATED,2256,148
CREATED,2255,148
CREATED,2254,148
CREATED,2253,148
CREATED,2252,148
CREATED,2251,148
CREATED,2250,148
CREATED,2249,148
CREATED,2248,148
CREATED,2247,148
CREATED,2246,148
CREATED,2245,148
CREATED,2244,148
CREATED,2243,148
CREATED,2242,148
CREATED,2241,148
CREATED,2240,148
CREATED,2239,148
CREATED,2238,148
CREATED,2237,148
CREATED,2236,148
CREATED,2235,148
CREATED,2234,148
CREATED,2233,148
CREATED,2232,148
CREATED,2231,148
CREATED,2230,148
CREATED,2229,148
CREATED,2228,148
CREATED,2227,148
CREATED,2226,148
CREATED,2225,148
CREATED,2224,148
CREATED,2223,148
CREATED,2222,148
CREATED,2221,148
CREATED,2220,148
CREATED,2219,148
CREATED,2218,148
CREATED,2217,148
CREATED,2216,148
CREATED,2215,148
CREATED,2214,148
CREATED,2213,148
CREATED,2212,148
CREATED,2211,148
CREATED,2210,148
CREATED,2209,148
CREATED,2208,148
CREATED,2207,148
CREATED,2206,148
CREATED,2205,148
CREATED,2204,148
CREATED,2203,148
CREATED,2202,148
CREATED,2201,148
CREATED,2200,148
CREATED,2199,148
